week_num,date_start,date_end,overall_skin_quality_nrs,overall_barrier_week_nrs,overall_redness_week_nrs,overall_acne_week_nrs,overall_texture_week_nrs,week_new_inflam_lesions_total,week_painful_deep_lesion_count,week_acne_bother_nrs,adherence_summary,missingness_summary,safety_summary,suspected_pattern_note,major_deviation_note,continue_trial_safety_check,notes

